Bootstrap: [-0.2118, 0.1328]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function
Bootstrap: [-0.4027, 0.1078]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function

Bootstrap: [-0.4027, 0.1078]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Using bootstrp() function

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Using bootstrp() function

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]
Not using bootstrp() function
Bootstrap: [-0.4027, 0.1078]
Exact:     [-0.3099, 0.3099]
Not using bootstrp() function

Bootstrap: [-0.4027, 0.1078]
Exact:     [-0.3099, 0.3099]
Not using bootstrp() function

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Not using bootstrp() function

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Not using bootstrp() function

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4882, 0.1659]
Bootstrap: [-0.1501, 0.4903]
Bootstrap: [-0.2742, 0.2409]
Bootstrap: [-0.1840, 0.3913]
Bootstrap: [-0.1855, 0.4062]
Bootstrap: [-0.1045, 0.4539]
Bootstrap: [-0.3841, 0.0974]
Bootstrap: [-0.1566, 0.4997]
Bootstrap: [-0.3373, 0.2045]
Averages:  [-0.2771, 0.3165]
Exact:     [-0.3099, 0.3099]
Not using bootstrp() function

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4882, 0.1659]
Bootstrap: [-0.1501, 0.4903]
Bootstrap: [-0.2742, 0.2409]
Bootstrap: [-0.1840, 0.3913]
Bootstrap: [-0.1855, 0.4062]
Bootstrap: [-0.1045, 0.4539]
Bootstrap: [-0.3841, 0.0974]
Bootstrap: [-0.1566, 0.4997]
Bootstrap: [-0.3373, 0.2045]
Averages:  [-0.2771, 0.3165]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function
Bootstrap: [-0.4763, 0.1018]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function

Bootstrap: [-0.4763, 0.1018]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Using bootstrp() function

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Using bootstrp() function

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function
Bootstrap: [-0.4027, 0.1078]
Exact:     [-0.3099, 0.3099]
Not using bootstrp() function

Bootstrap: [-0.4027, 0.1078]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Using bootstrp() function

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Using bootstrp() function

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]
Not using bootstrp() function

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4882, 0.1659]
Bootstrap: [-0.1501, 0.4903]
Bootstrap: [-0.2742, 0.2409]
Bootstrap: [-0.1840, 0.3913]
Bootstrap: [-0.1855, 0.4062]
Bootstrap: [-0.1045, 0.4539]
Bootstrap: [-0.3841, 0.0974]
Bootstrap: [-0.1566, 0.4997]
Bootstrap: [-0.3373, 0.2045]
Averages:  [-0.2771, 0.3165]
Exact:     [-0.3099, 0.3099]
{Error using <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('assert')" style="font-weight:bold">assert</a>
Assertion failed.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 50)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',50,0)">line 50</a>)
assert(isequal(lims1, lims2))
} 
lims1

lims1 =

   -0.5065   -0.4705   -0.1476   -0.2782   -0.1916   -0.1515   -0.1218   -0.3628   -0.1709   -0.3326
    0.2153    0.1225    0.4821    0.2433    0.4189    0.3863    0.4549    0.0867    0.4816    0.1806

lims2

lims2 =

   -0.5065   -0.4882   -0.1501   -0.2742   -0.1840   -0.1855   -0.1045   -0.3841   -0.1566   -0.3373
    0.2153    0.1659    0.4903    0.2409    0.3913    0.4062    0.4539    0.0974    0.4997    0.2045

lims1-lims2

ans =

         0    0.0177    0.0025   -0.0040   -0.0076    0.0340   -0.0173    0.0213   -0.0143    0.0047
         0   -0.0435   -0.0083    0.0024    0.0277   -0.0199    0.0010   -0.0107   -0.0181   -0.0239

bootcl_demo
Using bootstrp() function
Bootstrap: [-0.4763, 0.1018]
Exact:     [-0.3099, 0.3099]
Not using bootstrp() function

Bootstrap: [-0.4763, 0.1018]
Exact:     [-0.3099, 0.3099]
Using bootstrp() function

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Using bootstrp() function

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]
Using bootstrp() function

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]
Not using bootstrp() function

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4882, 0.1659]
Bootstrap: [-0.1501, 0.4903]
Bootstrap: [-0.2742, 0.2409]
Bootstrap: [-0.1840, 0.3913]
Bootstrap: [-0.1855, 0.4062]
Bootstrap: [-0.1045, 0.4539]
Bootstrap: [-0.3841, 0.0974]
Bootstrap: [-0.1566, 0.4997]
Bootstrap: [-0.3373, 0.2045]
Averages:  [-0.2771, 0.3165]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.4763, 0.1018]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4763, 0.1018]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4705, 0.1225]
Bootstrap: [-0.1476, 0.4821]
Bootstrap: [-0.2782, 0.2433]
Bootstrap: [-0.1916, 0.4189]
Bootstrap: [-0.1515, 0.3863]
Bootstrap: [-0.1218, 0.4549]
Bootstrap: [-0.3628, 0.0867]
Bootstrap: [-0.1709, 0.4816]
Bootstrap: [-0.3326, 0.1806]
Averages:  [-0.2734, 0.3072]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.5065, 0.2153]
Bootstrap: [-0.4882, 0.1659]
Bootstrap: [-0.1501, 0.4903]
Bootstrap: [-0.2742, 0.2409]
Bootstrap: [-0.1840, 0.3913]
Bootstrap: [-0.1855, 0.4062]
Bootstrap: [-0.1045, 0.4539]
Bootstrap: [-0.3841, 0.0974]
Bootstrap: [-0.1566, 0.4997]
Bootstrap: [-0.3373, 0.2045]
Averages:  [-0.2771, 0.3165]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.4763, 0.1018]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4763, 0.1018]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4877, 0.1162]
Bootstrap: [-0.1431, 0.4704]
Bootstrap: [-0.2783, 0.2479]
Bootstrap: [-0.1778, 0.4129]
Bootstrap: [-0.1620, 0.4007]
Bootstrap: [-0.1004, 0.4540]
Bootstrap: [-0.3903, 0.1099]
Bootstrap: [-0.1521, 0.4785]
Bootstrap: [-0.3479, 0.1842]
Averages:  [-0.2706, 0.3089]
Exact:     [-0.3099, 0.3099]
{Error using <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('assert')" style="font-weight:bold">assert</a>
Assertion failed.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 58)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',58,0)">line 58</a>)
assert(all(abs(dmean) < 0.01))
} 
bootcl_demo
Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4877, 0.1162]
Bootstrap: [-0.1431, 0.4704]
Bootstrap: [-0.2783, 0.2479]
Bootstrap: [-0.1778, 0.4129]
Bootstrap: [-0.1620, 0.4007]
Bootstrap: [-0.1004, 0.4540]
Bootstrap: [-0.3903, 0.1099]
Bootstrap: [-0.1521, 0.4785]
Bootstrap: [-0.3479, 0.1842]
Averages:  [-0.2706, 0.3089]
Exact:     [-0.3099, 0.3099]
{Error using <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('assert')" style="font-weight:bold">assert</a>
Assertion failed.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 58)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',58,0)">line 58</a>)
assert(all(abs(dmean) < 0.01))
} 
dmean

dmean =

   -0.0100
    0.0080

bootcl_demo
Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4877, 0.1162]
Bootstrap: [-0.1431, 0.4704]
Bootstrap: [-0.2783, 0.2479]
Bootstrap: [-0.1778, 0.4129]
Bootstrap: [-0.1620, 0.4007]
Bootstrap: [-0.1004, 0.4540]
Bootstrap: [-0.3903, 0.1099]
Bootstrap: [-0.1521, 0.4785]
Bootstrap: [-0.3479, 0.1842]
Averages:  [-0.2706, 0.3089]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4877, 0.1162]
Bootstrap: [-0.1431, 0.4704]
Bootstrap: [-0.2783, 0.2479]
Bootstrap: [-0.1778, 0.4129]
Bootstrap: [-0.1620, 0.4007]
Bootstrap: [-0.1004, 0.4540]
Bootstrap: [-0.3903, 0.1099]
Bootstrap: [-0.1521, 0.4785]
Bootstrap: [-0.3479, 0.1842]
Averages:  [-0.2706, 0.3089]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4877, 0.1162]
Bootstrap: [-0.1431, 0.4704]
Bootstrap: [-0.2783, 0.2479]
Bootstrap: [-0.1778, 0.4129]
Bootstrap: [-0.1620, 0.4007]
Bootstrap: [-0.1004, 0.4540]
Bootstrap: [-0.3903, 0.1099]
Bootstrap: [-0.1521, 0.4785]
Bootstrap: [-0.3479, 0.1842]
Averages:  [-0.2706, 0.3089]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4877, 0.1162]
Bootstrap: [-0.1431, 0.4704]
Bootstrap: [-0.2783, 0.2479]
Bootstrap: [-0.1778, 0.4129]
Bootstrap: [-0.1620, 0.4007]
Bootstrap: [-0.1004, 0.4540]
Bootstrap: [-0.3903, 0.1099]
Bootstrap: [-0.1521, 0.4785]
Bootstrap: [-0.3479, 0.1842]
Averages:  [-0.2706, 0.3089]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4877, 0.1162]
Bootstrap: [-0.1431, 0.4704]
Bootstrap: [-0.2783, 0.2479]
Bootstrap: [-0.1778, 0.4129]
Bootstrap: [-0.1620, 0.4007]
Bootstrap: [-0.1004, 0.4540]
Bootstrap: [-0.3903, 0.1099]
Bootstrap: [-0.1521, 0.4785]
Bootstrap: [-0.3479, 0.1842]
Averages:  [-0.2706, 0.3089]
Exact:     [-0.3099, 0.3099]
{Error using <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('assert')" style="font-weight:bold">assert</a>
Assertion failed.

Error in <a href="matlab:matlab.lang.internal.introspective.errorDocCallback('bootcl_demo', '/Users/rweigel/git/tflab/stats/bootcl_demo.m', 58)" style="font-weight:bold">bootcl_demo</a> (<a href="matlab: opentoline('/Users/rweigel/git/tflab/stats/bootcl_demo.m',58,0)">line 58</a>)
assert(all(abs(dmean) < 0.01))
} 
abs(dmean)

ans =

    0.0100
    0.0080

bootcl_demo
Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4877, 0.1162]
Bootstrap: [-0.1431, 0.4704]
Bootstrap: [-0.2783, 0.2479]
Bootstrap: [-0.1778, 0.4129]
Bootstrap: [-0.1620, 0.4007]
Bootstrap: [-0.1004, 0.4540]
Bootstrap: [-0.3903, 0.1099]
Bootstrap: [-0.1521, 0.4785]
Bootstrap: [-0.3479, 0.1842]
Averages:  [-0.2706, 0.3089]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4877, 0.1162]
Bootstrap: [-0.1431, 0.4704]
Bootstrap: [-0.2783, 0.2479]
Bootstrap: [-0.1778, 0.4129]
Bootstrap: [-0.1620, 0.4007]
Bootstrap: [-0.1004, 0.4540]
Bootstrap: [-0.3903, 0.1099]
Bootstrap: [-0.1521, 0.4785]
Bootstrap: [-0.3479, 0.1842]
Averages:  [-0.2706, 0.3089]
Exact:     [-0.3099, 0.3099]
Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.2941, 0.2343]
Exact:     [-0.3099, 0.3099]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [1.0000, 1.0000]
Exact:     [1.0000, 1.0000]

Bootstrap: [-0.4793, 0.2140]
Bootstrap: [-0.4921, 0.1315]
Bootstrap: [-0.1560, 0.4943]
Bootstrap: [-0.2721, 0.2556]
Bootstrap: [-0.2168, 0.4123]
Bootstrap: [-0.1645, 0.4292]
Bootstrap: [-0.1304, 0.4512]
Bootstrap: [-0.3889, 0.1072]
Bootstrap: [-0.1554, 0.4711]
Bootstrap: [-0.3510, 0.2026]
Averages:  [-0.2807, 0.3169]
Exact:     [-0.3099, 0.3099]

Bootstrap: [-0.4669, 0.2148]
Bootstrap: [-0.4877, 0.1162]
Bootstrap: [-0.1431, 0.4704]
Bootstrap: [-0.2783, 0.2479]
Bootstrap: [-0.1778, 0.4129]
Bootstrap: [-0.1620, 0.4007]
Bootstrap: [-0.1004, 0.4540]
Bootstrap: [-0.3903, 0.1099]
Bootstrap: [-0.1521, 0.4785]
Bootstrap: [-0.3479, 0.1842]
Averages:  [-0.2706, 0.3089]
Exact:     [-0.3099, 0.3099]
